"ID","item"
"00HOM7OX","rice"
"R9GELRE4","rice"
"DKRNSSNP","rice"
"7WR6FJ16","rice"
"VYWHOVNC","rice"
"K7RCHB1P","rice"
"9HH27FAM","rice"
"ZP80K3ZV","rice"
"L5ZGPCKM","rice"
"P5LVMNL6","rice"
"KE7MNY7J","rice"
"AKM4T540","rice"
"XBYKQ0CS","rice"
"0WO19NU2","rice"
"71KM1U65","rice"
"8IXFVKTI","rice"
"3DLBFRIZ","rice"
"M9GDA46A","rice"
"3GMMHKSX","rice"
"FN67DKOW","rice"
"Z46ZY9MP","rice"
"FXQTBS3M","rice"
"1IM0I544","rice"
"ML3ALM59","rice"
"V2FSMMQP","rice"
"4EIAQVB1","rice"
"IG2ESGWG","rice"
"W7GR8IOG","rice"
"RBOMI389","rice"
"LKZI1UJ8","rice"
"M7LC1ALT","rice"
"E1F8WP2M","rice"
"WK5E91GU","rice"
"2JJIQ2FC","rice"
"XYLOG6OH","rice"
"98CWUGUQ","rice"
"1IW34TEE","rice"
"RAHICBEN","rice"
"L47QG86I","rice"
"HQNBZKXJ","rice"
"MUNPEEXR","rice"
"357OEKJZ","rice"
"Q2SMHLBW","rice"
"E4D4L1KM","rice"
"TC6BH5TX","rice"
"3OPZKB4C","rice"
"OU2MEQOF","rice"
"ZJX37AGQ","rice"
"MG618J9X","rice"
"59JI48QE","rice"
"T3WK9AN1","rice"
"UI4PDTJL","rice"
"U2W3KUM2","rice"
"Y6ERG8PE","rice"
"LH0F0CLJ","rice"
"5HSGX2B2","rice"
"GFB6C407","rice"
"WYGER86N","rice"
"MM2L597Z","rice"
"4XWZZYTV","rice"
"U916H728","rice"
"EPVBSXV8","rice"
"B7IQ5IHJ","rice"
"MADBNTJW","rice"
"EPC90DEU","rice"
"FAHBB2QF","rice"
"Z220X7DK","rice"
"F1AXS7OO","rice"
"U2G9CGFJ","rice"
"BM5UMMAA","rice"
"CRWSNA38","rice"
"OFX7JHQU","rice"
"V7TS3DC4","rice"
"YKTL9CZ5","rice"
"1YPU9H3Q","rice"
"SFXJMD3T","rice"
"AS2L8N6D","rice"
"VP98S1JK","rice"
"K6QQ2HIR","rice"
"0JRNDDPC","rice"
"2HA0TB7W","rice"
"83V4XXGB","rice"
"CDGMP358","rice"
"11S8QXZZ","rice"
"5AS5D66M","rice"
"4QHU8Y56","rice"
"AD74MD9V","rice"
"HV6Z51EO","rice"
"8TS8Y9W4","rice"
"RWJA8W6B","rice"
"0OXZ39MD","rice"
"9DXZPFBD","rice"
"KUQKNML5","rice"
"SVUPTHS0","rice"
"B21SVOZX","rice"
"ULKETFNU","rice"
"51SQEOMI","rice"
"W2XXYO3P","rice"
"2D12PLHH","rice"
"6UAR18OK","rice"
"6A22R81P","rice"
"1UOTFGK3","rice"
"DJXA34QT","rice"
"KT5MUUCG","rice"
"17QDZM3Q","rice"
"CVWI2S4A","rice"
"XNN93Z9J","rice"
"DEF3FVSF","rice"
"JWOOKUKA","rice"
"R2MP6LZK","rice"
"HKE79R6A","rice"
"3ESHVZSE","rice"
"WFZ2A8FL","rice"
"NSZXH3SX","rice"
"5NJANK58","rice"
"ROQMDSI8","rice"
"BGTAR8LX","rice"
"2BEPDLWW","rice"
"QI04UMWA","rice"
"WD2HPGGH","rice"
"Y5M5L4OX","rice"
"81MEZV7T","rice"
"R8FFYOQK","rice"
"AJC2329W","rice"
"7NLXQV4D","rice"
"M9UAA07V","rice"
"DI4UNB6K","rice"
"TGQ6CPNY","rice"
"TBSEZQ6A","rice"
"W3YO6OHO","rice"
"0KP1SO5H","rice"
"XZRZMCBE","rice"
"UGZDOVMQ","rice"
"09TD2KTY","rice"
"I87RQFOG","rice"
"LESFMIFA","rice"
"GNEPJXSF","rice"
"M6Z006JO","rice"
"DH5202J1","rice"
"6EJ3SV4C","rice"
"B75EDTLX","rice"
"20E9S9KL","rice"
"AB1TGGDB","rice"
"RN7YJZYY","rice"
"ZJQQS66U","rice"
"EYDCSLN6","rice"
"UTAJ0FK1","rice"
"STCEO9W6","rice"
"ACJBVXWZ","rice"
"0XX2O9IW","rice"
"GYF3K0LW","rice"
"IWRINL76","rice"
"0QKMNWON","rice"
"3HC3IQNG","rice"
"7NE5IQZU","rice"
"87BVBUXA","rice"
"4B55TVQX","rice"
"8C9NYWX7","rice"
"ASDOB51V","rice"
"NW285NBI","rice"
"YVNGIL4F","rice"
"9DE35M3G","rice"
"MR2N786R","rice"
"JMC4XAQU","rice"
"56YKSC94","rice"
"77I5AO30","rice"
"Z1Z73QDZ","rice"
"WTRGPIS7","rice"
"U2W5PO2S","rice"
"UKQOT4PJ","rice"
"30VI2UBT","rice"
"WCY00SW6","rice"
"OIN052E3","rice"
"2Z6Z6V73","rice"
"XD3P3QCH","rice"
"GAN8LIJ7","rice"
"VF4ZRIQA","rice"
"957CW6M6","rice"
"7DFQK5WS","rice"
"RX8RCXVB","rice"
"DENG9Z9Z","rice"
"58ZBY61P","rice"
"479YFQ2Q","rice"
"UZN9QFXM","rice"
"2144Q826","rice"
"LIODYR0Y","rice"
"BUXWGTKR","rice"
"OR4KYJZT","rice"
"IPL9RGDA","rice"
"GGZ9C4US","rice"
"CZR0HB1E","rice"
"A61DB9MF","rice"
"19DP5BX4","rice"
"6L8XFK84","rice"
"NR8RY6LP","rice"
"K9SB54KF","rice"
"2HQYMWJ1","rice"
"QMC2VO3E","rice"
"M28K6GUV","rice"
"JG3KKWXY","rice"
"KUBOUGOW","rice"
"3J7GASOH","rice"
"IL3W9DC8","rice"
"MMDU1XO2","rice"
"4C2YJ2XM","rice"
"73MWBB7G","rice"
"EXJ627B6","rice"
"XRY1ICDV","rice"
"QB8FPSSA","rice"
"H1LFROMV","rice"
"Y3PTIMV6","rice"
"NHWF50J3","rice"
"A5LF02OT","rice"
"9HGGF68V","rice"
"FPYDZI1T","rice"
"IE0M1CUM","rice"
"N1XVH55I","rice"
"631V1FDZ","rice"
"T32WIWZL","rice"
"MOWXRAIQ","rice"
"KUGQN865","rice"
"IQTYHV3A","rice"
"DRW6WLLP","rice"
"TFIU87GH","rice"
"6ST8ZNY4","rice"
"SX5QN498","rice"
"JRMRMTL6","rice"
"P3CYLPGA","rice"
"10K7K7SX","rice"
"KW87NBRQ","rice"
"YUSENT9L","rice"
"7KS1Y89M","rice"
"E8DIBEPJ","rice"
"TA8JQ3SL","rice"
"62LC3A0C","rice"
"3WQZOA6S","rice"
"OH4AU3WI","rice"
"MUTSMB78","rice"
"WKRE2NZE","rice"
"DUCJER71","rice"
"OZWMNASP","rice"
"URWNXXVD","rice"
"HMY2FNA3","rice"
"8MMN547E","rice"
"NCU0DZ28","rice"
"Q1JSM74X","rice"
"NGY9GORN","rice"
"QP8FTS48","rice"
"91NAJJNF","rice"
"GGCUMXJ1","rice"
"YX52FRCT","rice"
"SSLZFI98","rice"
"FCYI53NE","rice"
"IR2T236G","rice"
"V1TM3B7M","rice"
"PIFUU8TD","rice"
"YK7GDU9Q","rice"
"5EJPT280","rice"
"R79WMY2W","rice"
"9V7QWPXH","rice"
"9GIKINCT","rice"
"HVFM0R68","rice"
"OD7NGNHR","rice"
"KQJ4BFLS","rice"
"2IXO303Y","rice"
"H48W7FOD","rice"
"QH2SS9DM","rice"
"1P9P0IO8","rice"
"R4XY3UUB","rice"
"AL6U1HAT","rice"
"GQALO0UC","rice"
"4OZ1SX3A","rice"
"B240JQSX","rice"
"YW8PNRWY","rice"
"8OE0E0GX","rice"
"MU4IB4VD","rice"
"R9UIBF3O","rice"
"YBS8JSFQ","rice"
"0FTD4AZP","rice"
"2Z78DBY8","rice"
"7L5IGZ5S","rice"
"FWT8R67I","rice"
"WQLQBUZ1","rice"
"U502N3Q7","rice"
"SNTG1ZJU","rice"
"GTFPQZQ7","rice"
"9GRNAUCG","rice"
"7IO9EYPA","rice"
"N6ZX8854","rice"
"0YLTU2BF","rice"
"0FFFOUFV","rice"
"IT2JHYGF","rice"
"C5EN1WEF","rice"
"WC2C8IBA","rice"
"V0RTFMZO","rice"
"M9ZQ3DDA","rice"
"QDEF9BBC","rice"
"JTW97KYT","rice"
"6C1IU2NI","rice"
"EX7X7SPV","rice"
"X28BKE54","rice"
"8VU03GN7","rice"
"RQC2P7PD","rice"
"2XN2SUAF","rice"
"VY3IO3DS","rice"
"SN4E8BO5","rice"
"Z66PSAHL","rice"
"PBQ3ISB4","rice"
"RDOVQO1Y","rice"
"PLEJOQ9P","rice"
"QXY0C3NH","rice"
"Q7UPLUVN","rice"
"EI22GX2R","rice"
"7YJFE9EU","rice"
"FNXG0LPF","rice"
"EXSXJE6Z","rice"
"REUR9IBQ","rice"
"SLVWQLXY","rice"
"9PY14G03","rice"
"XE3VJDL8","rice"
"MGAGG5TV","rice"
"KCSY98AZ","rice"
"ZX97F170","rice"
"O5DWC7MT","rice"
"HRO252LG","rice"
"YURYO8R9","rice"
"APU2BA4B","rice"
"6JFK7PIR","rice"
"DA41EUH8","rice"
"TGPRD31D","rice"
"42ZXKC9S","rice"
"QDQTG6SK","rice"
"EZ8E6UEE","rice"
"PYYSPT2B","rice"
"832TL40W","rice"
"X5QJTZO2","rice"
"0IE3HBSC","rice"
"L86Q2YSU","rice"
"FXCATMH2","rice"
"HQWOALN3","rice"
"EN2PVQQZ","rice"
"JI3NOU8Y","rice"
"CALMXQDU","rice"
"4X6H7RMC","rice"
"3ADCD33B","rice"
"IDC3AU9A","rice"
"P32UMMHA","rice"
"6UL07PTH","rice"
"318U0Y4X","rice"
"E1V6V3X6","rice"
"SPPRJTJ3","rice"
"X3PCVX71","rice"
"ZA8RXZH1","rice"
"8UWPMZ1Z","rice"
"QSNN6IJ7","rice"
"E28W7CYC","rice"
"L5JNK156","rice"
"9JXRUZDD","rice"
"B8S38YU5","rice"
"OMVBUKDK","rice"
"0ONG82MU","rice"
"I2UO4T8U","rice"
"ZQTO8TJC","rice"
"3Q84V4Y5","rice"
"3ROSIGH8","rice"
"BH7FTO9G","rice"
"3GFCUCQ3","rice"
"TYF0U7YI","rice"
"JYXCC4AU","rice"
"ZAMB7C7G","rice"
"TAL5VZOO","rice"
"E172MZTC","rice"
"SPZUO5A1","rice"
"34AMXY5U","rice"
"CV3R3LS9","rice"
"35VNBY6V","rice"
"GC4I9ZRI","rice"
"XM48U4KU","rice"
"G6PKHG2M","rice"
"PT7T17PL","rice"
"TETZ8BTR","rice"
"M4HO4W7K","rice"
"XWW5QN4M","rice"
"W15095J9","rice"
"DGKKSXVI","rice"
"DU24INBL","rice"
"1TZO9987","rice"
"FT8JX5W3","rice"
"9FYT2QGP","rice"
"W7LPS65Q","rice"
"8CJQ49HA","rice"
"6AXNBE71","rice"
"S734LYZ6","rice"
"BOTW4ISE","rice"
"4K5M1YLD","rice"
"KKU8S9E1","rice"
"FINKDDSC","rice"
"8J31V0WT","rice"
"BK57D57S","rice"
"CGDHIIAF","rice"
"154E3DHH","rice"
"6RWOW0VP","rice"
"3VFDL7G0","rice"
"A0150VWL","rice"
"ZFCVEF6Y","rice"
"T5Y5SBF4","rice"
"VPXNCT7G","rice"
"0IR37S0X","rice"
"LG31G7UJ","rice"
"T95WSEOP","rice"
"TSKPJWA6","rice"
"I1TPA2KL","rice"
"DUXKK7SH","rice"
"DUOR57DR","rice"
"XQHYTIVD","rice"
"D1IUKPZT","rice"
"OCSQ27J8","rice"
"5LZ4IKRQ","rice"
"EGZ8UTS6","rice"
"5212UXWE","rice"
"WHHV061V","rice"
"IIPZWWYX","rice"
"38JAA9AC","rice"
"JLTDMYIF","rice"
"DA4PG30S","rice"
"KGTF3FFQ","rice"
"1E8QYZZM","rice"
"CNCK3WLY","rice"
"LGOSVBEI","rice"
"BNA9XBYR","rice"
"N7AAVU1A","rice"
"NKH11735","rice"
"Y5IMCL8A","rice"
"DKQZ9FI7","rice"
"NG2XYNHE","rice"
"IA36X51Q","rice"
"ZFWT18ID","rice"
"BWZT4K89","rice"
"1SFE0JI6","rice"
"HX2PGM09","rice"
"ZPUYY0ER","rice"
"EW2071PS","rice"
"YOH0M4R6","rice"
"J58LUTUX","rice"
"AG8H8Q3Q","rice"
"YJ3R6ANP","rice"
"DFGQDSQ6","rice"
"KME4S9F4","rice"
"FTMJGF0N","rice"
"FS78FYW7","rice"
"D46NI1P1","rice"
"X4RIOXGW","rice"
"BIDQQDYK","rice"
"I0ZHYZSM","rice"
"HWJZY3NP","rice"
"ONLE2ZCK","rice"
"LSPOABPV","rice"
"2JEPBMDV","rice"
"QZCCLYQ0","rice"
"K28PE0W0","rice"
"784K1W0L","rice"
"B50V2OT2","rice"
"F8IP7F37","rice"
"Y2Q3ENSN","rice"
"KFWDMSV0","rice"
"LIW3LQ4A","rice"
"N03ILXDO","rice"
"RUJAX1GC","rice"
"Z5QU3VL3","rice"
"6D6494B7","rice"
"H9KER5H8","rice"
"V9TEB3BB","rice"
"3J6LO1JR","rice"
"REVMIPVJ","rice"
"9SZZQ6WI","rice"
"8PZWIT1M","rice"
"Z7BEVWQ2","rice"
"1PA2KJXO","rice"
"JZLWP4GB","rice"
"BYEAE8I8","rice"
"NS2XEWC9","rice"
"OJHMUM4I","rice"
"J8H3FO0S","rice"
"9F2CFAVR","rice"
"IA2TMTOD","rice"
"QYAA4AUR","rice"
"1LSYHN19","rice"
"1Q1A496C","rice"
"9X39VA6W","rice"
"2MEWL6LB","rice"
"NTXMWIK9","rice"
"I3UX0229","rice"
"3NGFMICW","rice"
"43E7YDGI","rice"
"68VIY9DT","rice"
"2B3D1C7I","rice"
"B5FEE1OI","rice"
"HEG2FHDR","rice"
"Z9A8T0GJ","rice"
"1HBP9JZZ","rice"
"T7PZ0OOS","rice"
"NNIO0PC5","rice"
"8W6STS7R","rice"
"U0J2BL38","rice"
"WK6RRA0C","rice"
"7AMM7GFV","rice"
"ZJ0QH1N4","rice"
"EQ1VI72C","rice"
"NP1PJ3I8","rice"
"RXN1EZX8","rice"
"WUOGSF0D","rice"
"N4VZXO30","rice"
"F13LIGIG","rice"
"FL90ELNR","rice"
"686YBQO7","rice"
"GSLJAZP5","rice"
"9I9T4TR3","rice"
"71457CRM","rice"
"91590JI7","rice"
"WJKU5M1B","rice"
"U6BYZAP7","rice"
"SLG8UO7R","rice"
"9LHOJWQ9","rice"
"L30GAFZ9","rice"
"XY0UELML","rice"
"3BFKO9VJ","rice"
"2ZV2X53A","rice"
"6I5C35JG","rice"
"IU3S3U9V","rice"
"35SXDS7I","rice"
"PH314VR4","rice"
"N58OYIJH","rice"
"NDXMQXGE","rice"
"WZK22G0I","rice"
"MAAYK3PB","rice"
"G5YXU2S3","rice"
"67K8977T","rice"
"9R4BMBX7","rice"
"10WY5BSI","rice"
"ZFXN0AW4","rice"
"0GAHKB2Q","rice"
"LAMAT01D","rice"
"DHR4E2JG","rice"
"T8E3977V","rice"
"DSG1WRL3","rice"
"RKSX1UJ0","rice"
"V4ZNT3S4","rice"
"RCNKNSGH","rice"
"5HP72N77","rice"
"S5ROC95M","rice"
"H7GWZXOZ","rice"
"Q8PYZ5TR","rice"
"R1F9EEK6","rice"
"X36JQLG1","rice"
"M80LLM9F","rice"
"C4CEG7SR","rice"
"35I71PF1","rice"
"NDR7NZAW","rice"
"SKNIOK4A","rice"
"DG31NM3O","rice"
"KV9TZYK5","rice"
"VGZRL4KK","rice"
"Z6NGLRDP","rice"
"61YYUKFU","rice"
"C7LF6OAS","rice"
"9JJQDSGS","rice"
"5S3VYAPM","rice"
"YPEHFI4W","rice"
"7MQ5V0LY","rice"
"0W6WBLWK","rice"
"1KRXP6PX","rice"
"HR643D6O","rice"
"4943LYAC","rice"
"GNKU6VTD","rice"
"FZTD5R4T","rice"
"WVQ8YBWT","rice"
"9YMBQIHG","rice"
"5MF3REV4","rice"
"3WNYX5QY","rice"
"ABEKLOCV","rice"
"GDJTZ6CR","rice"
"6UIRR9L9","rice"
"CP6DLL70","rice"
"TO1P8LL5","rice"
"VEV1N7I9","rice"
"I1JXDSP6","rice"
"O0RV70L8","rice"
"26DGOKTI","rice"
"76RHDGOC","rice"
"ZEQU7BQ9","rice"
"2DWDUF1H","rice"
"KZXRGJUQ","rice"
"T4IKHM18","rice"
"YFX1CEWM","rice"
"7ERFCHVE","rice"
"29IEHSUU","rice"
"803X4X1S","rice"
"D7B51F5D","rice"
"JTZ4E7HD","rice"
"N9NOJ03S","rice"
"J8EBGZHU","rice"
"PCKWMP58","rice"
"J3K2OEL0","rice"
"G40LCYA7","rice"
"3CRV9G72","rice"
"2L192FV5","rice"
"09MCP1AI","rice"
"UC2LPX6X","rice"
"6GGYYO51","rice"
"DEO7KOLC","rice"
"OO54HOK0","rice"
"VAZSX1WS","rice"
"247NUN12","rice"
"JJAHM0KI","rice"
"5VBMNOQC","rice"
"L3RYRIQ7","rice"
"RU7BE9KL","rice"
"BM3KDWS6","rice"
"PNR3MMZE","rice"
"WZ2VQ7U6","rice"
"HEDFP8VJ","rice"
"1Y7EYQ0C","rice"
"6R4IP1MD","rice"
"5UDMU3G0","rice"
"F8CGAMK0","rice"
"NNYRB59R","rice"
"ZK3OT5XV","rice"
"9QX6Q0V9","rice"
"7D9I61LG","rice"
"WW2MMDY2","rice"
"6T6A4TG1","rice"
"19U8SKSO","rice"
"P8J0U55P","rice"
"ZCML93O3","rice"
"A2KWCLPN","rice"
"X4M6506P","rice"
"GZKPCN20","rice"
"FLA8GIKU","rice"
"L4WIFSWH","rice"
"L51AXJDE","rice"
"3Y19G0G9","rice"
"J6TIIGUG","rice"
"6PHVO5JU","rice"
"EIAW77KA","rice"
"MF4HSUHB","rice"
"BKXKJ8GU","rice"
"VH2E8ABF","rice"
"G5PSDM34","rice"
"XMYZZRTH","rice"
"B197DB9P","rice"
"2BYZHXUB","rice"
"W4CW23MY","rice"
"Z4KELV2V","rice"
"Q37VHU6T","rice"
"A61T7I5H","rice"
"F8LLFT4M","rice"
"HDV194J4","rice"
"HTMC5182","rice"
"U92XZK6T","rice"
"L83HJF2T","rice"
"ZFX84S6V","rice"
"6LGHGVJ2","rice"
"DBVJZW5S","rice"
"95CQIY36","rice"
"CKI5KJK7","rice"
"YNGNK605","rice"
"2MZKQGO3","rice"
"59FSS64N","rice"
"VYP7YSYZ","rice"
"DJYT1K3X","rice"
"KVGOG46Y","rice"
"UQM1JMR0","rice"
"1KWJKSLP","rice"
"05QK0AVE","rice"
"J0J2IHJV","rice"
"JXXL0P03","rice"
"C1RFSMPK","rice"
"YBR8BHHJ","rice"
"CGLSOTQE","rice"
"4XW8278N","rice"
"MR0SH7YL","rice"
"OY4VO3GN","rice"
"T1REIJR1","rice"
"RZK1TU9F","rice"
"2XS3HKDL","rice"
"BXFLV9PB","rice"
"W827CV4H","rice"
"2MF8VSQT","rice"
"RDKQ6QZC","rice"
"KRS8EBKK","rice"
"BDEIQHIJ","rice"
"DDUPRMO6","rice"
"16L73T8Q","rice"
"T3JYFP93","rice"
"QJIKBYAQ","rice"
"UODRVWF6","rice"
"QL3HJXF5","rice"
"7VPMQX2S","rice"
"9FJRTQVC","rice"
"6XSR5EVT","rice"
"TJ6Q6JB7","rice"
"FB0CS5BL","rice"
"L3YTVPCX","rice"
"5JKGU7C2","rice"
"Z9UBWDUC","rice"
"ZSG9CPI8","rice"
"GAVT06U1","rice"
"P1LDFOML","rice"
"DW6VN1YH","rice"
"WIS98S08","rice"
"QKFZ9JQ4","rice"
"EX7BTU97","rice"
"QQNOK5RF","rice"
"B8T5MY7M","rice"
"H06FS176","rice"
"KOA0LXQE","rice"
"V1PFPQMT","rice"
"YNMA2X5F","rice"
"EQOE6WO6","rice"
"S2DY4MXY","rice"
"EENX7OUA","rice"
"XZCNQF0V","rice"
"QW5LZ8P6","rice"
"2YRH0NR4","rice"
"K2MDCN2P","rice"
"VACCCK73","rice"
"OY5WU08T","rice"
"OUGTWUSH","rice"
"YPAZGDGA","rice"
"F3W6DURK","rice"
"M1U2HB4N","rice"
"OIZDI40L","rice"
"HWKEIXV2","rice"
"7KCH7DK7","rice"
"PVXRV9HE","rice"
"5J8V91NG","rice"
"VZUUKNP9","rice"
"E7DCW6LS","rice"
"1ZTIDE6N","rice"
"1H97LA13","rice"
"V6DRI9GR","rice"
"8WQGB9B1","rice"
"Z9UZ7OZR","rice"
"HMHBQ2JA","rice"
"BBUR42KD","rice"
"AOPDXC6H","rice"
"131XVFC5","rice"
"X4NB3A8F","rice"
"MYG00EA2","rice"
"V12T4UII","rice"
"72WJV60G","rice"
"U4S08G2Q","rice"
"EHBKLP12","rice"
"0L2BM9PX","rice"
"AO6XLOE0","rice"
"G2BO7142","rice"
"M663BD2C","rice"
"MPRGZK5N","rice"
"2AGCRPLG","rice"
"76YFDFHF","rice"
"QNYKMZGQ","rice"
"1G9JAIIL","rice"
"DI3X2LMX","rice"
"5S3TP52W","rice"
"MMIUEAGP","rice"
"HVWFX6UG","rice"
"JGXIR9J0","rice"
"YPJ87Y4V","rice"
"V48P5UGH","rice"
"WE00JTRT","rice"
"9HGHDHAO","rice"
"9HFGF377","rice"
"4GTSFKOC","rice"
"SE4AX6VI","rice"
"RIWDN1OV","rice"
"X6DIR2HV","rice"
"H88PCRVA","rice"
"0AN5IJ68","rice"
"XK4NZOVK","rice"
"S7CL8I36","rice"
"PITOOQOL","rice"
"OORNSSSM","rice"
"MEQUKR6U","rice"
"OO134ISG","rice"
"Q0QAGFOY","rice"
"ALWNQKAO","rice"
"0V3ZA1RD","rice"
"5NCL24Q7","rice"
"XI5DR79O","rice"
"I0100YK6","rice"
"223CNGK2","rice"
"S15SPRWJ","rice"
"OV79MZ0J","rice"
"ODPU57RQ","rice"
"IH0S19E2","rice"
"TZXKXGL6","rice"
"Z9FIJ1VQ","rice"
"I9PIESWE","rice"
"WMAF2A94","rice"
"V56AA7M6","rice"
"I7VTL5KR","rice"
"28NMC1A0","rice"
"Z8JU6OKO","rice"
"1UX74N86","rice"
"6NYKHHJ6","rice"
"CKSATZT6","rice"
"OMRDA2S9","rice"
"PUBHXY3X","rice"
"J5T3UIZI","rice"
"6214HT90","rice"
"NH722BWI","rice"
"9184TWYB","rice"
"Z13TFFYS","rice"
"7E1DKAKP","rice"
"7DK2YN6R","rice"
"6YX55RK1","rice"
"AT4P64OK","rice"
"YHCHXQ0A","rice"
"59XR2KBZ","rice"
"ILZ2ED1P","rice"
"RI87IAXB","rice"
"HOQI97SQ","rice"
"LK4WDM4N","rice"
"C9LMVOUW","rice"
"EB4DE499","rice"
"YOC5K2JK","rice"
"RBLB62SX","rice"
"I94O3641","rice"
"WFMYGAJA","rice"
"EWUEAMXJ","rice"
"VKZPL3BU","rice"
"1YMT1Q9J","rice"
"FKF4PZFP","rice"
"4Z2LVYMH","rice"
"B9BGLH4R","rice"
"WTVPPEU9","rice"
"X9QYHIDQ","rice"
"UK6W1MI7","rice"
"FO2CZWTN","rice"
"8886TNSU","rice"
"PFKYL6NW","rice"
"O9N9UFQF","rice"
"Y7FBIASB","rice"
"Z1IAH7BY","rice"
"J6O1IBPA","rice"
"6O6WBWGU","rice"
"8NVPFGOV","rice"
"SI87V3IO","rice"
"6QRU3JK7","rice"
"XBNMO8JA","rice"
"A74XUFIA","rice"
"6HDPBHOM","rice"
"FY9ORNQ6","rice"
"SLLWT4US","rice"
"2T9M2GJZ","rice"
"9OFUEE38","rice"
"HHMU6VBU","rice"
"X2E0EAEO","rice"
"738QXJ1S","rice"
"KS0TJVD4","rice"
"7M334R2N","rice"
"6S2XBCCB","rice"
"J16SDULO","rice"
"UBHHKCU2","rice"
"DC89NYXW","rice"
"HHA8QP3A","rice"
"7UD35PBT","rice"
"R3QF4T6M","rice"
"7XMU55GK","rice"
"MG5SS5CY","rice"
"PB9FSJR9","rice"
"29Z113KB","rice"
"M0G6AIRL","rice"
"6I9Z9OMI","rice"
"YW6KLIYC","rice"
"ECXZB54B","rice"
"ZWNRDS3N","rice"
"H6HDWCCE","rice"
"XAJQX0MW","rice"
"9FWPKT9T","rice"
"VBFO2CQK","rice"
"CRR4P5VY","rice"
"W5OBOEFW","rice"
"KJDXRHM6","rice"
"B2BCE57E","rice"
"JRP6HTEA","rice"
"38MBULE3","rice"
"D3XGPXNW","rice"
"Y5TC0BYF","rice"
"BU4HK3KP","rice"
"36BR1HYA","rice"
"GG03JGID","rice"
"JD36QVEK","rice"
"CMAAMW17","rice"
"D5V9SUPE","rice"
"XA15QQJD","rice"
"K83HUSXG","rice"
"NLLK8FL4","rice"
"XILKHQXX","rice"
"9JLPAPIS","rice"
"BF6VGAF3","rice"
"FU0VZKNJ","rice"
"6GO0I1KY","rice"
"C663VD0L","rice"
"SLI59QW5","rice"
"CLHWM9MS","rice"
"1O70ORXW","rice"
"0WCCDHSS","rice"
"M6R9AHYH","rice"
"UVG92U3J","rice"
"75SHN0G3","rice"
"ZTY099CI","rice"
"RM10RR4R","rice"
"IOQAWLNW","rice"
"PT52JOVY","rice"
"YRXE0HZO","rice"
"FFLDH668","rice"
"D4JB0QVX","rice"
"0RV83K17","rice"
"97GVG0LC","rice"
"5XZXRK4D","rice"
"540BGMMC","rice"
"9O5MIKUU","rice"
"VHN7GDPX","rice"
"TGE0OGEQ","rice"
"HPWMGFE6","rice"
"JSBOSO5L","rice"
"B93N6YU0","rice"
"LEQUIK9M","rice"
"F5EWWDKS","rice"
"FJ3LKMFP","rice"
"9OZUG3WO","rice"
"YMM6XA9H","rice"
"SV509RL0","rice"
"SZZ1TCW9","rice"
"1TFN3EBS","rice"
"MNGFMJOX","rice"
"L2XZCBUI","rice"
"QR1TT8G8","rice"
"0H8L8G7L","rice"
"Q3ZF4TTP","rice"
"JZ4YE6Y7","rice"
"V20QK5Y8","rice"
"0Y5DHEEJ","rice"
"C4SY6UYB","rice"
"5M4D6CUU","rice"
"W20651BI","rice"
"0H9FPP9S","rice"
"KQ3MHKR0","rice"
"GAU6IBZC","rice"
"4I6NHIS2","rice"
"43Q6OCOP","rice"
"EX0EHSBW","rice"
"D2XHO1UF","rice"
"8OO8NPN2","rice"
"IHZ3VOB9","rice"
"A5FI3SXQ","rice"
"ELOABDBY","rice"
"EE2GT7EJ","rice"
"HYCD93BH","rice"
"JCER676Z","rice"
"XC9T424J","rice"
"AQTQTABV","rice"
"A95HQN4X","rice"
"C375PQ7K","rice"
"FUQPVWB6","rice"
"FV495MO3","rice"
"3K8YV387","rice"
"N0LR5ZKD","rice"
"X1CZTP2K","rice"
"LASKR0IW","rice"
"6FB51H0J","rice"
"E6DY7DU2","rice"
"DOIIL3QQ","rice"
"A5RSJ886","rice"
"LSUO4UIL","rice"
"A77PHJ23","rice"
"O4N7JZ3Q","rice"
"PX4Z9UVA","rice"
"J21XQHOM","rice"
"VPOJ3PPP","rice"
"VP8ERWFN","rice"
"UZO5TLUP","rice"
"KJLTGX4R","rice"
"25EKXQ0X","rice"
"BQSPZLGM","rice"
"11LFQIE5","rice"
"ZRB5IDTS","rice"
"IRRELH92","rice"
"VICHPVR9","rice"
"SEHF8A0M","rice"
"M2K0NBLW","rice"
"WQNSB4Y3","rice"
"RV0UD5HG","rice"
"T9CFGTU1","rice"
"74YUPTR7","rice"
"EK20PHA0","rice"
"RWRMU7GA","rice"
"WSKOSYWR","rice"
"3OINKKAU","rice"
"LI3GZVL5","rice"
"2BVES9I7","rice"
"57S8UD0Q","rice"
"E7LMOIR7","rice"
"ZO1U0S31","rice"
"BLY845SX","rice"
"FTNRTJOQ","rice"
"7OTROI3H","rice"
"K838MV3F","rice"
"YBUNDYEZ","rice"
"4F9KMGGJ","rice"
"Z5X5SOQ4","rice"
"THQDTHD8","rice"
"Y8F1UWRT","rice"
"LJ187YIL","rice"
"V6FI6D4N","rice"
"XVP6OB3E","rice"
"PHBJNJ5K","rice"
"KH7TWSQZ","rice"
"VD8PYJHO","rice"
